> ⛔ **2026-09-13 重驗後仍不可用。**
> 收割期實驗的逐列資料；舊資料集年代 => 作廢。
> 現行權威：`../研究總覽_v2.md`。

date,run,block,psnr,ssim,lpips
2026-04-13,citygsv2_mc_aerial_sh0_trim,16,29.20204734802246,0.8613859415054321,0.1762108951807022
2026-04-13,citygsv2_mc_aerial_sh0_trim,17,28.191394805908203,0.8384876847267151,0.21577619016170502
2026-04-13,citygsv2_mc_aerial_sh0_trim,18,29.244234085083008,0.8597348928451538,0.18771259486675262
2026-04-13,citygsv2_mc_aerial_sh0_trim,19,30.933629989624023,0.8832757472991943,0.19905579090118408
2026-04-10,citygsv2_mc_aerial_sh0_trim,2,27.832754135131836,0.8465999960899353,0.19591538608074188
2026-04-14,citygsv2_mc_aerial_sh0_trim,20,29.455015182495117,0.8578539490699768,0.2444150745868683
2026-04-14,citygsv2_mc_aerial_sh0_trim,21,26.82952117919922,0.7831981182098389,0.33303824067115784
2026-04-14,citygsv2_mc_aerial_sh0_trim,22,27.668346405029297,0.8158810138702393,0.286206990480423
2026-04-14,citygsv2_mc_aerial_sh0_trim,23,29.17888641357422,0.8529468774795532,0.23261123895645142
2026-04-09,citygsv2_mc_aerial_sh0_trim,24,31.163604736328125,0.9061245322227478,0.15765760838985443
2026-04-11,citygsv2_mc_aerial_sh0_trim,3,28.475107192993164,0.8621860146522522,0.17671164870262146
2026-04-11,citygsv2_mc_aerial_sh0_trim,4,30.15507698059082,0.8878448605537415,0.15057019889354706
2026-04-11,citygsv2_mc_aerial_sh0_trim,5,27.236446380615234,0.7623921632766724,0.34276533126831055
2026-04-11,citygsv2_mc_aerial_sh0_trim,6,26.14894676208496,0.7279435396194458,0.40069282054901123
2026-04-11,citygsv2_mc_aerial_sh0_trim,7,28.900531768798828,0.8567672967910767,0.16948096454143524
2026-04-11,citygsv2_mc_aerial_sh0_trim,8,27.766210556030273,0.8332627415657043,0.21542520821094513
2026-04-12,citygsv2_mc_aerial_sh0_trim,9,29.493995666503906,0.8820679187774658,0.1582190841436386
2026-05-22,citygsv2_mc_aerial_sh0_trim,,,,
2026-05-22,citygsv2_mc_aerial_sh2_trim,,,,
2026-05-22,citygsv2_merged_train_test,,,,
2026-07-03,coarse_citygsv2_sh2_1.2x,,17.12637710571289,0.6208218336105347,0.7240208387374878
2026-06-28,coarse_mc_aerial_1.2x,,20.404727935791016,0.6107314229011536,0.6771286129951477
2026-06-28,coarse_mc_aerial_2x,,20.506553649902344,0.5639891624450684,0.6976191401481628
2026-06-29,coarse_mc_aerial_3x,,20.599306106567383,0.5405703783035278,0.7140641212463379
2026-05-08,depth_init_block0_full,0,,,
2026-06-26,e1_citygsv2_24k_b7,7,19.60047149658203,0.49823424220085144,0.8086003661155701
2026-06-26,e1b_scaler09_b7,7,13.522930145263672,0.3736811876296997,0.96133953332901
2026-06-27,e2a_mcmc2p2m_sh2_b7,7,22.51067543029785,0.6949896812438965,0.39931127429008484
2026-06-27,e2a_mcmc4m_sh2_b7,7,19.732770919799805,0.566314160823822,0.608531653881073
2026-06-26,e2b_gd_depth_sh2_s09_b7,7,20.432905197143555,0.5911727547645569,0.5553078055381775
2026-06-23,edge_aware_b7,7,21.65992546081543,0.6559960246086121,0.4470050036907196
2026-06-23,edge_mcmc_b7,7,22.197418212890625,0.6718131899833679,0.4336336553096771
2026-06-23,exp1_mcmc_dist_b7,7,21.233827590942383,0.6410180926322937,0.4908025562763214
2026-06-22,exp2_mcmc_freg_b7,7,21.711149215698242,0.6275030970573425,0.4975796639919281
2026-06-23,exp3_mcmc_dist_freg_b7,7,19.640165328979492,0.5539711117744446,0.6600010991096497
2026-06-22,exp4_gd_base_b7,7,21.046424865722656,0.6171529293060303,0.49392834305763245
2026-06-22,exp5_gd_freg_b7,7,21.424150466918945,0.6242634654045105,0.4727010726928711
2026-06-26,fullcoarse_24k_b7,7,13.522930145263672,0.3736811876296997,0.96133953332901
2026-06-08,gg_mcmc_b7_cap200,7,21.051258087158203,0.5991173386573792,0.5571836233139038
2026-06-08,gg_mcmc_b7_cap300,7,21.502714157104492,0.6200409531593323,0.5213741660118103
2026-06-07,gg_smoke7,7,17.985027313232422,0.47999799251556396,0.8298912048339844
2026-06-08,imp_smoke7,7,11.856727600097656,0.3647446036338806,0.9440206289291382
2026-06-08,imp_smoke7c,7,11.856727600097656,0.3647446036338806,0.9440206289291382
2026-06-08,imp_smoke7d,7,17.061067581176758,0.45248547196388245,0.8735856413841248
2026-06-17,mcmc_2dgs_60k_b7,7,22.753694534301758,0.6923233866691589,0.4026449918746948
